Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      80/28864       void std::vector<docxtotxt::textBody, std::allocator<docxtotxt::textBody> >::_M_realloc_insert<docxtotxt::textBody&>(__gnu_cxx::__normal_iterator<docxtotxt::textBody*, std::vector<docxtotxt::textBody, std::allocator<docxtotxt::textBody> > >, docxtotxt::textBody&) [33]
                0.00    0.00     124/28864       docxtotxt::DocumentLoader::extractTextBody(tinyxml2::XMLElement*) [30]
                0.00    0.00     138/28864       docxtotxt::slideInfo::slideInfo(docxtotxt::slideInfo const&) [57]
                0.00    0.00     185/28864       void std::vector<docxtotxt::cell, std::allocator<docxtotxt::cell> >::_M_realloc_insert<docxtotxt::cell const&>(__gnu_cxx::__normal_iterator<docxtotxt::cell*, std::vector<docxtotxt::cell, std::allocator<docxtotxt::cell> > >, docxtotxt::cell const&) [26]
                0.00    0.00     199/28864       std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [25]
                0.00    0.00     234/28864       docxtotxt::DocumentLoader::parseTable(tinyxml2::XMLElement*, docxtotxt::paragraph&, bool) [83]
                0.00    0.00     235/28864       docxtotxt::DocumentLoader::addStyle(tinyxml2::XMLElement*) [31]
                0.00    0.00     301/28864       docxtotxt::DocumentLoader::parseAppFile(tinyxml2::XMLDocument*) [18]
                0.00    0.00     402/28864       docxtotxt::DocumentLoader::parseParagraph(tinyxml2::XMLElement*, docxtotxt::paragraph&) [14]
                0.00    0.00     599/28864       docxtotxt::DocumentLoader::parseSharedStrings(tinyxml2::XMLDocument*) [127]
                0.00    0.00     608/28864       docxtotxt::DocumentLoader::getXlsxData() const [139]
                0.00    0.00     950/28864       docxtotxt::DocumentLoader::parseRelationShip(tinyxml2::XMLDocument*, docxtotxt::relations_t&) [60]
                0.00    0.00     956/28864       docxtotxt::DocumentLoader::parseDocFile(tinyxml2::XMLDocument*) [113]
                0.00    0.00    1002/28864       docxtotxt::DocumentLoader::parseTextProperties(tinyxml2::XMLElement*, docxtotxt::paragraph&) [9]
                0.00    0.00    1026/28864       docxtotxt::DocumentLoader::getDocxData() const [119]
                0.00    0.00    5094/28864       docxtotxt::DocumentLoader::parseWorksheet(tinyxml2::XMLDocument*) [101]
                0.00    0.00    5397/28864       std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >::vector(std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > const&) [22]
                0.00    0.00    5397/28864       std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > const*, std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > > >, std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >*>(__gnu_cxx::__normal_iterator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > const*, std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > > >, __gnu_cxx::__normal_iterator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > const*, std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > > >, std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >*) [103]
                0.00    0.00    5433/28864       docxtotxt::sheet::sheet(docxtotxt::sheet const&) [77]
[4]      0.0    0.00    0.00   28864         docxtotxt::DocumentLoader::parsePresentationSettings(tinyxml2::XMLDocument*) [4]
-----------------------------------------------
                0.00    0.00       4/27072       docxtotxt::DocParser::writeNote(docxtotxt::note const&) [130]
                0.00    0.00      18/27072       docxtotxt::XlsParser::insertSheetMetadata(docxtotxt::sheet const&) [102]
                0.00    0.00      52/27072       docxtotxt::PptParser::insertSlideMetadata(docxtotxt::slideInsertInfo) [56]
                0.00    0.00     201/27072       docxtotxt::PptParser::insertLineBuffer(docxtotxt::insertObject&, unsigned long*) [38]
                0.00    0.00     260/27072       docxtotxt::XlsParser::insertSheetRaw(std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > >&) [134]
                0.00    0.00     313/27072       docxtotxt::DocParser::writeParagraph(docxtotxt::paragraph) [19]
                0.00    0.00     741/27072       docxtotxt::DocParser::writeImage(docxtotxt::paragraph const&) [48]
                0.00    0.00    1784/27072       docxtotxt::PptParser::insertSlide(std::vector<docxtotxt::insertObject, std::allocator<docxtotxt::insertObject> >) [72]
                0.00    0.00   23699/27072       docxtotxt::XlsParser::insertSheet(std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > >&, std::vector<docxtotxt::columnSettings, std::allocator<docxtotxt::columnSettings> > const&) [108]
[5]      0.0    0.00    0.00   27072         docxtotxt::BufferWriter::insertData(std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > const&, bool, bool) [5]
                0.00    0.00      29/71          void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::_M_realloc_insert<>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >*, std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > > >) [36]
-----------------------------------------------
                0.00    0.00       7/18487       docxtotxt::MainDocParser::parseFile() [93]
                0.00    0.00   18480/18487       docxtotxt::XlsParser::insertSheet(std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > >&, std::vector<docxtotxt::columnSettings, std::allocator<docxtotxt::columnSettings> > const&) [108]
[6]      0.0    0.00    0.00   18487         docxtotxt::DocumentLoader::~DocumentLoader() [6]
                0.00    0.00      64/336         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [17]
                0.00    0.00      11/36          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, docxtotxt::paragraphSettings>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, docxtotxt::paragraphSettings> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, docxtotxt::paragraphSettings> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, docxtotxt::paragraphSettings> >*) [50]
                0.00    0.00       7/28          std::codecvt_utf8<wchar_t, 1114111ul, (std::codecvt_mode)0>::~codecvt_utf8() [58]
-----------------------------------------------
                0.00    0.00       1/8862        docxtotxt::DocumentLoader::parseSlideTable(tinyxml2::XMLElement*, docxtotxt::presentationTable&) [146]
                0.00    0.00       1/8862        docxtotxt::DocumentLoader::parseSharedStrings(tinyxml2::XMLDocument*) [127]
                0.00    0.00       2/8862        docxtotxt::DocParser::writeNote(docxtotxt::note const&) [130]
                0.00    0.00       6/8862        void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::_M_realloc_insert<wchar_t const (&) [2]>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >*, std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > > >, wchar_t const (&) [2]) [106]
                0.00    0.00      10/8862        docxtotxt::PptParser::insertLineBuffer(docxtotxt::insertObject&, unsigned long*) [38]
                0.00    0.00      12/8862        docxtotxt::XlsParser::insertSheetMetadata(docxtotxt::sheet const&) [102]
                0.00    0.00      15/8862        docxtotxt::PptParser::insertSlideMetadata(docxtotxt::slideInsertInfo) [56]
                0.00    0.00      17/8862        docxtotxt::DocumentLoader::parseTable(tinyxml2::XMLElement*, docxtotxt::paragraph&, bool) [83]
                0.00    0.00      44/8862        docxtotxt::DocumentLoader::parseAppFile(tinyxml2::XMLDocument*) [18]
                0.00    0.00      65/8862        docxtotxt::DocumentLoader::parseTextProperties(tinyxml2::XMLElement*, docxtotxt::paragraph&) [9]
                0.00    0.00      66/8862        docxtotxt::DocumentLoader::parseSlideText(tinyxml2::XMLElement*, docxtotxt::presentationText&) [39]
                0.00    0.00     198/8862        docxtotxt::DocParser::writeParagraph(docxtotxt::paragraph) [19]
                0.00    0.00    1200/8862        docxtotxt::PptParser::insertSlide(std::vector<docxtotxt::insertObject, std::allocator<docxtotxt::insertObject> >) [72]
                0.00    0.00    7225/8862        docxtotxt::XlsParser::insertSheet(std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > >&, std::vector<docxtotxt::columnSettings, std::allocator<docxtotxt::columnSettings> > const&) [108]
[7]      0.0    0.00    0.00    8862         void std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >::_M_construct<wchar_t const*>(wchar_t const*, wchar_t const*, std::forward_iterator_tag) [7]
-----------------------------------------------
                0.00    0.00       2/2321        docxtotxt::DocumentLoader::parseDocNotes(tinyxml2::XMLDocument*) [100]
                0.00    0.00       4/2321        docxtotxt::XlsParser::insertSheetMetadata(docxtotxt::sheet const&) [102]
                0.00    0.00       7/2321        docxtotxt::DocumentLoader::parseAppFile(tinyxml2::XMLDocument*) [18]
                0.00    0.00       8/2321        docxtotxt::DocumentLoader::parseWorkbook(tinyxml2::XMLDocument*) [126]
                0.00    0.00      10/2321        docxtotxt::PptParser::insertSlideMetadata(docxtotxt::slideInsertInfo) [56]
                0.00    0.00      26/2321        docxtotxt::DocumentLoader::parseParagraph(tinyxml2::XMLElement*, docxtotxt::paragraph&) [14]
                0.00    0.00     121/2321        docxtotxt::DocumentLoader::extractTextBody(tinyxml2::XMLElement*) [30]
                0.00    0.00     601/2321        docxtotxt::DocumentLoader::parseSharedStrings(tinyxml2::XMLDocument*) [127]
                0.00    0.00     604/2321        docxtotxt::DocumentLoader::parseWorksheet(tinyxml2::XMLDocument*) [101]
                0.00    0.00     938/2321        docxtotxt::DocumentLoader::parseTextProperties(tinyxml2::XMLElement*, docxtotxt::paragraph&) [9]
[8]      0.0    0.00    0.00    2321         docxtotxt::BufferWriter::convertString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [8]
-----------------------------------------------
                0.00    0.00    1196/1196        docxtotxt::DocumentLoader::parseParagraph(tinyxml2::XMLElement*, docxtotxt::paragraph&) [14]
[9]      0.0    0.00    0.00    1196         docxtotxt::DocumentLoader::parseTextProperties(tinyxml2::XMLElement*, docxtotxt::paragraph&) [9]
                0.00    0.00    1002/28864       docxtotxt::DocumentLoader::parsePresentationSettings(tinyxml2::XMLDocument*) [4]
                0.00    0.00     938/2321        docxtotxt::BufferWriter::convertString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [8]
                0.00    0.00     479/1080        void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::emplace_back<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > >(std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >&&) [10]
                0.00    0.00     124/142         void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::emplace_back<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >&>(std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >&) [27]
                0.00    0.00      65/8862        void std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >::_M_construct<wchar_t const*>(wchar_t const*, wchar_t const*, std::forward_iterator_tag) [7]
                0.00    0.00      65/74          void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::_M_realloc_insert<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >*, std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > > >, std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >&) [35]
                0.00    0.00      32/301         docxtotxt::DocumentLoader::parseAppFile(tinyxml2::XMLDocument*) [18]
                0.00    0.00      32/697         void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::emplace_back<>() [12]
                0.00    0.00      32/32          docxtotxt::picture::~picture() [53]
-----------------------------------------------
                0.00    0.00     479/1080        docxtotxt::DocumentLoader::parseTextProperties(tinyxml2::XMLElement*, docxtotxt::paragraph&) [9]
                0.00    0.00     601/1080        docxtotxt::DocumentLoader::parseSharedStrings(tinyxml2::XMLDocument*) [127]
[10]     0.0    0.00    0.00    1080         void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::emplace_back<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > >(std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >&&) [10]
-----------------------------------------------
                0.00    0.00       2/904         docxtotxt::XlsParser::insertSheet(std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > >&, std::vector<docxtotxt::columnSettings, std::allocator<docxtotxt::columnSettings> > const&) [108]
                0.00    0.00     902/904         docxtotxt::DocumentLoader::parseWorksheet(tinyxml2::XMLDocument*) [101]
[11]     0.0    0.00    0.00     904         void std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >::_M_realloc_insert<docxtotxt::sheetCell&>(__gnu_cxx::__normal_iterator<docxtotxt::sheetCell*, std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > >, docxtotxt::sheetCell&) [11]
-----------------------------------------------
                0.00    0.00      32/697         docxtotxt::DocumentLoader::parseTextProperties(tinyxml2::XMLElement*, docxtotxt::paragraph&) [9]
                0.00    0.00      39/697         docxtotxt::DocumentLoader::parseTable(tinyxml2::XMLElement*, docxtotxt::paragraph&, bool) [83]
                0.00    0.00     626/697         docxtotxt::DocumentLoader::parseParagraph(tinyxml2::XMLElement*, docxtotxt::paragraph&) [14]
[12]     0.0    0.00    0.00     697         void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::emplace_back<>() [12]
-----------------------------------------------
                0.00    0.00       3/629         docxtotxt::DocumentLoader::addStyle(tinyxml2::XMLElement*) [31]
                0.00    0.00     626/629         docxtotxt::DocumentLoader::parseParagraph(tinyxml2::XMLElement*, docxtotxt::paragraph&) [14]
[13]     0.0    0.00    0.00     629         std::vector<docxtotxt::tabulation, std::allocator<docxtotxt::tabulation> >::operator=(std::vector<docxtotxt::tabulation, std::allocator<docxtotxt::tabulation> > const&) [13]
-----------------------------------------------
                0.00    0.00      22/626         docxtotxt::DocumentLoader::addSdtContent(tinyxml2::XMLElement*, std::vector<docxtotxt::paragraph, std::allocator<docxtotxt::paragraph> >&) [115]
                0.00    0.00     291/626         docxtotxt::DocumentLoader::parseDocFile(tinyxml2::XMLDocument*) [113]
                0.00    0.00     313/626         docxtotxt::DocumentLoader::parseTable(tinyxml2::XMLElement*, docxtotxt::paragraph&, bool) [83]
[14]     0.0    0.00    0.00     626         docxtotxt::DocumentLoader::parseParagraph(tinyxml2::XMLElement*, docxtotxt::paragraph&) [14]
                0.00    0.00    1196/1196        docxtotxt::DocumentLoader::parseTextProperties(tinyxml2::XMLElement*, docxtotxt::paragraph&) [9]
                0.00    0.00     626/697         void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::emplace_back<>() [12]
                0.00    0.00     626/629         std::vector<docxtotxt::tabulation, std::allocator<docxtotxt::tabulation> >::operator=(std::vector<docxtotxt::tabulation, std::allocator<docxtotxt::tabulation> > const&) [13]
                0.00    0.00     402/28864       docxtotxt::DocumentLoader::parsePresentationSettings(tinyxml2::XMLDocument*) [4]
                0.00    0.00     204/301         docxtotxt::DocumentLoader::parseAppFile(tinyxml2::XMLDocument*) [18]
                0.00    0.00      26/2321        docxtotxt::BufferWriter::convertString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [8]
                0.00    0.00      25/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [62]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [145]
-----------------------------------------------
                0.00    0.00       2/452         docxtotxt::PptParser::parseFile() [132]
                0.00    0.00       3/452         docxtotxt::DocParser::parseFile() [68]
                0.00    0.00       4/452         docxtotxt::XlsParser::insertSheet(std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > >&, std::vector<docxtotxt::columnSettings, std::allocator<docxtotxt::columnSettings> > const&) [108]
                0.00    0.00      68/452         docxtotxt::XlsParser::insertSheetRaw(std::vector<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> >, std::allocator<std::vector<docxtotxt::sheetCell, std::allocator<docxtotxt::sheetCell> > > >&) [134]
                0.00    0.00     375/452         docxtotxt::DocParser::writeParagraph(docxtotxt::paragraph) [19]
[15]     0.0    0.00    0.00     452         docxtotxt::BufferWriter::newLine() [15]
                0.00    0.00      14/71          void std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > >::_M_realloc_insert<>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >*, std::vector<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >, std::allocator<std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > > > >) [36]
-----------------------------------------------
                0.00    0.00      67/380         docxtotxt::PptParser::insertLineBuffer(docxtotxt::insertObject&, unsigned long*) [38]
                0.00    0.00     313/380         docxtotxt::DocParser::writeParagraph(docxtotxt::paragraph) [19]
[16]     0.0    0.00    0.00     380         docxtotxt::BufferWriter::getCurrentLength() const [16]
-----------------------------------------------
                                 162             std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [17]
                0.00    0.00       4/336         docxtotxt::xlsInfo_t::~xlsInfo_t() [137]
                0.00    0.00       4/336         void std::vector<docxtotxt::draw, std::allocator<docxtotxt::draw> >::_M_realloc_insert<docxtotxt::draw&>(__gnu_cxx::__normal_iterator<docxtotxt::draw*, std::vector<docxtotxt::draw, std::allocator<docxtotxt::draw> > >, docxtotxt::draw&) [141]
                0.00    0.00       8/336         docxtotxt::draw::~draw() [129]
                0.00    0.00      12/336         docxtotxt::PptParser::prepareSlides() [131]
                0.00    0.00      12/336         docxtotxt::PptParser::parseFile() [132]
                0.00    0.00      40/336         docxtotxt::MainDocParser::parseFile() [93]
                0.00    0.00      56/336         docxtotxt::DocumentLoader::DocumentLoader(docxtotxt::options_t&, docxtotxt::BufferWriter&) [98]
                0.00    0.00      64/336         docxtotxt::DocumentLoader::~DocumentLoader() [6]
                0.00    0.00      64/336         docxtotxt::sheet::~sheet() [70]
                0.00    0.00      72/336         docxtotxt::slideInfo::~slideInfo() [69]
[17]     0.0    0.00    0.00     336+162     std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [17]
                                 162             std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [17]
-----------------------------------------------
                0.00    0.00       2/301         docxtotxt::DocumentLoader::parseDraw(tinyxml2::XMLDocument*) [128]
                0.00    0.00       3/301         docxtotxt::DocumentLoader::setDefaultSettings(tinyxml2::XMLElement*) [117]
                0.00    0.00       7/301         docxtotxt::DocumentLoader::openFileAndParse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, void (docxtotxt::DocumentLoader::*)(tinyxml2::XMLDocument*)) [40]
                0.00    0.00      10/301         docxtotxt::DocumentLoader::parsePresentationSlide(tinyxml2::XMLDocument*) [71]
                0.00    0.00      32/301         docxtotxt::DocumentLoader::parseTextProperties(tinyxml2::XMLElement*, docxtotxt::paragraph&) [9]
                0.00    0.00      43/301         docxtotxt::DocumentLoader::addStyle(tinyxml2::XMLElement*) [31]
                0.00    0.00     204/301         docxtotxt::DocumentLoader::parseParagraph(tinyxml2::XMLElement*, docxtotxt::paragraph&) [14]
[18]     0.0    0.00    0.00     301         docxtotxt::DocumentLoader::parseAppFile(tinyxml2::XMLDocument*) [18]
